month,is_weekend,year,amount_idr,category_hiburan,category_investasi,category_kesehatan,category_lainnya,category_makanan,category_pendidikan,category_tabungan,category_tagihan,category_tempat_tinggal,category_transportasi,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
11,0,2021,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,1409000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,693000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,52000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,0,2021,102000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,186000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12,0,2021,64000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0,2021,1776000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,0,2021,1986000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,1,2021,159000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,76000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2021,195000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,2021,145000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,716000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,80000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12,0,2021,2844000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,2021,185000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,27000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,13000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,457000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,0,2021,266000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,59000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,0,2021,85000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,1,2021,158000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,869000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,1,2021,119000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2021,69000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,0,2021,393000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,77000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,815000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12,0,2021,399000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12,0,2021,352000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12,0,2021,110000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12,0,2021,137000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,311000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,214000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,255000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12,0,2021,107000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12,0,2021,178000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12,0,2021,74000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,220000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,86000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12,0,2021,69000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,42000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12,0,2021,165000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12,0,2021,2121000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,0,2021,188000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12,1,2021,100000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,1,2021,220000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,78000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,1,2021,45000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,149000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2021,1452000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,1,2021,118000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2021,55000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,0,2021,827000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,2021,251000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,1729000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,2021,314000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,37000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,383000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,0,2021,10400000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,0,2021,92000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,44000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,1951000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,0,2021,123000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,2021,688000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,1,2021,165000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,121000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12,1,2021,111000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2021,18000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,1,2021,58000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2021,161000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,2021,3483000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,2021,291000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,289000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,468000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,1939000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,0,2021,9000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12,0,2021,1013000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,134000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2021,2794000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12,0,2021,2500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12,0,2021,181000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,2021,28000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,310000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,171000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,2021,3666000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,0,2021,39000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12,0,2021,66000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,2022,37000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2022,672000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2022,337000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,2022,232000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2022,173000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2022,2313000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,2022,91000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,2022,45000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2022,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2022,18000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,2022,3284000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,2022,82000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,710000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,2022,269000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,1281000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2022,128000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,1380000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2022,3013000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2022,2310000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2022,6983000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2022,1996000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,2022,144000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2022,205000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2022,148000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2022,2056000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2022,188000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,2022,81000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2022,325000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2022,10123000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,2022,1633000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,2022,157000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,2022,87000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2022,16000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2022,196000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2022,3074000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2022,178000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,2022,158000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,154000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2022,195000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,92000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,105000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,271000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,4884000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2022,24000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2022,323000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2022,289000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2022,106000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,2022,181000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2022,58000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2022,116000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2022,953000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,2022,126000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2022,16000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,2022,3743000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,2022,986000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,2022,154000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,2022,287000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,49000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,2001000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2022,77000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,146000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,3312000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2022,342000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2022,189000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,2022,69000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2022,105000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2022,106000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2022,112000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2022,58000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2022,121000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,2022,124000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2022,26000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2022,24000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2022,65000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,2022,45000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2022,676000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2022,174000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2022,66000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2022,13000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,2022,158000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,179000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2022,3088000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2022,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,85000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,4410000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2022,314000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2022,2120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2022,78000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2022,273000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,37000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,848000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,121000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2022,108000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2022,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2022,74000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2022,137000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2022,2343000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,2022,142000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,2022,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2022,238000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2022,277000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2022,180000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,2022,7980000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2022,74000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2022,884000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2022,199000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2022,539000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2022,219000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,4018000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2022,105000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2022,630000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,129000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2022,163000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2022,133000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2022,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2022,372000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,2022,1037000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2022,10000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,1,2022,87000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2022,2256000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,2022,359000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,2022,53000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,2022,13000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2022,178000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,5878000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2022,34000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,499000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2022,128000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2022,43000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2022,4226000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,1,2022,8890000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,1,2022,16000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,1,2022,4204000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,2022,91000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,0,2022,438000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2022,135000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,1747000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,2022,5643000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,2022,210000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2022,420000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2022,34000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,0,2022,13000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2022,6741000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,1,2022,125000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2022,2674000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,1,2022,67000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,0,2022,8000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,2022,1467000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,2022,43000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2022,205000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,2022,252000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,2022,140000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2022,80000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2022,2144000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,64000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,78000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2022,17000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2022,57000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2022,337000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,2022,198000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2022,58000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2022,73000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2022,633000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2022,48000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2022,3308000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,1,2022,101000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2022,347000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,1,2022,1384000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,2022,82000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2022,47000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2022,10000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,2022,1314000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,2022,230000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,2022,176000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2022,8820000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,2022,9240000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,2022,1102000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,2022,16380000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,157000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,2395000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,2022,162000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,695000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,2022,59000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2022,94000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,1,2022,77000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2022,4380000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,1,2022,298000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2022,90000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,1,2022,90000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2022,924000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,1,2022,576000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,2022,79000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2022,2690000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2022,528000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2022,157000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2022,48000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,8108000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,2022,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,13230000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,2022,96000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2022,870000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,2022,119000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,1,2022,2240000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2022,420000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2022,97000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,0,2022,8000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,0,2022,1689000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,0,2022,787000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,0,2022,108000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2022,286000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2022,283000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2022,119000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0,2022,63000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,11000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,59000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,1254000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2022,2888000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,0,2022,105000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
