transaction_id,user_id,date,transaction_type,category,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,year,amount_idr
T8281,U094,2021-05-05,expense,tempat_tinggal,bank_transfer,semarang,perpanjang sewa kos,2021-05,5,Wednesday,False,2021,656000
T6166,U097,2021-05-05,expense,pendidikan,bank_transfer,denpasar,beli modul belajar,2021-05,5,Wednesday,False,2021,318000
T6521,U016,2021-05-06,income,investasi,bank_transfer,jakarta,top up tabungan emas,2021-05,5,Thursday,False,2021,1196000
T1044,U075,2021-05-06,expense,makanan,kartu,makassar,pesan grabfood,2021-05,5,Thursday,False,2021,102000
T10515,U119,2021-05-06,expense,makanan,tunai,bandung,pesan gofood malam,2021-05,5,Thursday,False,2021,88000
T1123,U059,2021-05-06,expense,makanan,qris,bandung,pesan shopeefood siang,2021-05,5,Thursday,False,2021,59000
T13778,U093,2021-05-07,expense,transportasi,tunai,denpasar,beli tiket kereta,2021-05,5,Friday,False,2021,269000
T3245,U052,2021-05-07,expense,kesehatan,bank_transfer,balikpapan,bayar MCU tahunan,2021-05,5,Friday,False,2021,198000
T8458,U051,2021-05-08,expense,kesehatan,kartu,unknown,beli obat bebas,2021-05,5,Saturday,True,2021,156000
T3574,U136,2021-05-08,expense,hiburan,kartu,surabaya,beli topup game,2021-05,5,Saturday,True,2021,173000
T3447,U149,2021-05-08,expense,transportasi,tunai,denpasar,naik ojek online,2021-05,5,Saturday,True,2021,83000
T1201,U091,2021-05-09,expense,lainnya,tunai,surabaya,beli perlengkapan ibadah,2021-05,5,Sunday,True,2021,215000
T7294,U093,2021-05-10,income,investasi,ewallet,unknown,keuntungan dari portofolio,2021-05,5,Monday,False,2021,2063000
T4750,U147,2021-05-10,expense,tagihan,qris,bandung,bayar premium Spotify,2021-05,5,Monday,False,2021,210000
T3842,U126,2021-05-10,expense,tagihan,kartu,yogyakarta,bayar BPJS kesehatan,2021-05,5,Monday,False,2021,250000
T7019,U022,2021-05-11,expense,tagihan,bank_transfer,makassar,perpanjang paket internet,2021-05,5,Tuesday,False,2021,173000
T6945,U094,2021-05-12,expense,pendidikan,qris,jakarta,beli aplikasi belajar,2021-05,5,Wednesday,False,2021,86000
T4695,U030,2021-05-12,expense,makanan,ewallet,jakarta,makan soto ayam,2021-05,5,Wednesday,False,2021,66000
T11190,U075,2021-05-13,expense,tabungan,tunai,palembang,tabungan masa depan,2021-05,5,Thursday,False,2021,2700000
T9492,U077,2021-05-14,expense,hiburan,qris,medan,langganan Netflix bulanan,2021-05,5,Friday,False,2021,122000
T4009,U031,2021-05-14,income,bonus,kartu,bandung,bonus produksi,2021-05,5,Friday,False,2021,2183000
T6048,U114,2021-05-14,expense,pendidikan,qris,bandung,bayar kursus coding,2021-05,5,Friday,False,2021,944000
T11195,U054,2021-05-15,expense,makanan,tunai,makassar,makan siang bareng teman,2021-05,5,Saturday,True,2021,75000
T5518,U092,2021-05-15,expense,transportasi,kartu,jakarta,ganti ban motor,2021-05,5,Saturday,True,2021,357000
T0701,U030,2021-05-15,expense,makanan,bank_transfer,denpasar,pesan martabak,2021-05,5,Saturday,True,2021,127000
T12417,U070,2021-05-15,expense,transportasi,bank_transfer,medan,bayar parkir inap,2021-05,5,Saturday,True,2021,22000
T8735,U113,2021-05-15,expense,tempat_tinggal,qris,unknown,uang muka sewa kos,2021-05,5,Saturday,True,2021,1213000
T6443,U021,2021-05-15,expense,hiburan,kartu,medan,sewa PS5 sehari,2021-05,5,Saturday,True,2021,131000
T1492,U047,2021-05-15,income,bonus,kartu,medan,bonus tahunan masuk,2021-05,5,Saturday,True,2021,4927000
T10712,U124,2021-05-15,expense,makanan,qris,palembang,makan di warteg,2021-05,5,Saturday,True,2021,30000
T9725,U050,2021-05-15,expense,makanan,tunai,palembang,pesan ayam geprek,2021-05,5,Saturday,True,2021,14000
T0005,U081,2021-05-16,income,investasi,qris,semarang,keuntungan dari portofolio,2021-05,5,Sunday,True,2021,4405000
T12724,U048,2021-05-16,expense,tagihan,kartu,unknown,tagihan PLN bulan ini,2021-05,5,Sunday,True,2021,500000
T6805,U126,2021-05-16,expense,tempat_tinggal,bank_transfer,palembang,iuran kebersihan lingkungan,2021-05,5,Sunday,True,2021,53000
T5523,U024,2021-05-16,expense,tempat_tinggal,tunai,balikpapan,bayar deposit apartemen,2021-05,5,Sunday,True,2021,6927000
T2894,U041,2021-05-16,expense,makanan,kartu,balikpapan,makan di resto jepang,2021-05,5,Sunday,True,2021,103000
T5674,U056,2021-05-16,expense,tagihan,tunai,medan,bayar paket data,2021-05,5,Sunday,True,2021,150000
T5868,U017,2021-05-16,expense,tempat_tinggal,kartu,unknown,sewa kos bulanan,2021-05,5,Sunday,True,2021,2347000
T2485,U013,2021-05-17,expense,makanan,qris,jakarta,makan bareng keluarga,2021-05,5,Monday,False,2021,247000
T9946,U057,2021-05-18,expense,tempat_tinggal,kartu,makassar,bayar IPL apartemen,2021-05,5,Tuesday,False,2021,3241000
T0086,U113,2021-05-18,expense,tagihan,tunai,yogyakarta,bayar paket data,2021-05,5,Tuesday,False,2021,45000
T12719,U019,2021-05-18,expense,makanan,tunai,denpasar,beli snack kantor,2021-05,5,Tuesday,False,2021,39000
T13152,U051,2021-05-18,expense,lainnya,tunai,yogyakarta,transaksi harian rutin,2021-05,5,Tuesday,False,2021,112000
T0216,U073,2021-05-19,expense,transportasi,tunai,yogyakarta,naik taksi online,2021-05,5,Wednesday,False,2021,55000
T8961,U043,2021-05-19,expense,transportasi,kartu,bandung,bayar parkir inap,2021-05,5,Wednesday,False,2021,13000
T13126,U133,2021-05-20,expense,transportasi,qris,makassar,isi saldo e-money,2021-05,5,Thursday,False,2021,63000
T11763,U134,2021-05-20,expense,makanan,bank_transfer,yogyakarta,beli bakso pinggir jalan,2021-05,5,Thursday,False,2021,142000
T0444,U119,2021-05-20,expense,tempat_tinggal,ewallet,makassar,uang sewa bulan ini,2021-05,5,Thursday,False,2021,3244000
T8380,U022,2021-05-21,income,bonus,bank_transfer,denpasar,bonus ekstra dari kantor,2021-05,5,Friday,False,2021,3289000
T5879,U130,2021-05-21,expense,makanan,qris,bandung,beli minuman kekinian,2021-05,5,Friday,False,2021,157000
T13331,U058,2021-05-21,income,freelance,tunai,jakarta,proyek animasi klien,2021-05,5,Friday,False,2021,6905000
T10564,U043,2021-05-21,income,lainnya,ewallet,bandung,beli produk rumahan,2021-05,5,Friday,False,2021,119000
T10236,U129,2021-05-21,income,freelance,qris,yogyakarta,jasa desain logo,2021-05,5,Friday,False,2021,4630000
T11330,U147,2021-05-21,expense,tempat_tinggal,tunai,bandung,bayar deposit apartemen,2021-05,5,Friday,False,2021,6513000
T3222,U113,2021-05-22,expense,transportasi,kartu,medan,naik bus transjakarta,2021-05,5,Saturday,True,2021,10000
T8674,U099,2021-05-22,expense,hiburan,qris,surabaya,beli voucher game,2021-05,5,Saturday,True,2021,110000
T8316,U116,2021-05-22,income,investasi,bank_transfer,surabaya,top up emas Antam digital,2021-05,5,Saturday,True,2021,1201000
T6376,U069,2021-05-22,expense,tagihan,bank_transfer,balikpapan,bayar premi asuransi,2021-05,5,Saturday,True,2021,348000
T1605,U143,2021-05-22,expense,transportasi,qris,makassar,beli tiket kereta,2021-05,5,Saturday,True,2021,378000
T11260,U130,2021-05-23,expense,makanan,tunai,balikpapan,makan bareng keluarga,2021-05,5,Sunday,True,2021,330000
T4010,U026,2021-05-23,income,gaji,tunai,yogyakarta,gaji plus tunjangan,2021-05,5,Sunday,True,2021,7873000
T4153,U116,2021-05-23,expense,transportasi,bank_transfer,balikpapan,biaya bensin mobil,2021-05,5,Sunday,True,2021,241000
T12374,U085,2021-05-23,expense,makanan,bank_transfer,semarang,pesan burger online,2021-05,5,Sunday,True,2021,64000
T7847,U150,2021-05-24,expense,tempat_tinggal,kartu,balikpapan,uang muka sewa kos,2021-05,5,Monday,False,2021,1358000
T7488,U134,2021-05-24,expense,makanan,bank_transfer,balikpapan,makan di resto jepang,2021-05,5,Monday,False,2021,72000
T13891,U012,2021-05-24,income,freelance,ewallet,denpasar,bayaran proyek data entry,2021-05,5,Monday,False,2021,467000
T4740,U029,2021-05-24,income,investasi,qris,palembang,profit dari reksa dana,2021-05,5,Monday,False,2021,2340000
T7976,U028,2021-05-25,income,freelance,tunai,yogyakarta,bayaran proyek freelance,2021-05,5,Tuesday,False,2021,3509000
T11296,U080,2021-05-26,expense,tagihan,kartu,unknown,bayar paket data,2021-05,5,Wednesday,False,2021,100000
T5843,U124,2021-05-26,expense,hiburan,tunai,yogyakarta,langganan YouTube premium,2021-05,5,Wednesday,False,2021,154000
T5730,U043,2021-05-26,expense,makanan,kartu,denpasar,pesan ayam geprek,2021-05,5,Wednesday,False,2021,30000
T8950,U110,2021-05-26,expense,kesehatan,bank_transfer,palembang,bayar tagihan RS,2021-05,5,Wednesday,False,2021,720000
T6248,U011,2021-05-26,expense,tempat_tinggal,ewallet,semarang,bayar cicilan sewa tahunan,2021-05,5,Wednesday,False,2021,1906000
T11557,U124,2021-05-27,expense,transportasi,kartu,balikpapan,bayar parkir inap,2021-05,5,Thursday,False,2021,25000
T11320,U089,2021-05-28,expense,tempat_tinggal,qris,medan,bayar deposit apartemen,2021-05,5,Friday,False,2021,6109000
T8862,U140,2021-05-28,expense,kesehatan,tunai,unknown,bayar rawat jalan,2021-05,5,Friday,False,2021,541000
T7178,U130,2021-05-28,expense,tempat_tinggal,kartu,makassar,uang muka sewa kos,2021-05,5,Friday,False,2021,1483000
T5575,U034,2021-05-28,expense,hiburan,kartu,surabaya,liburan akhir pekan,2021-05,5,Friday,False,2021,1263000
T2099,U113,2021-05-28,expense,makanan,kartu,bandung,beli nasi padang,2021-05,5,Friday,False,2021,44000
T0939,U125,2021-05-29,expense,makanan,ewallet,bandung,pesan gofood malam,2021-05,5,Saturday,True,2021,95000
T10596,U146,2021-05-29,income,gaji,ewallet,jakarta,gaji diterima bulan ini,2021-05,5,Saturday,True,2021,11469000
T0541,U048,2021-05-29,expense,tabungan,qris,semarang,menabung untuk beli rumah,2021-05,5,Saturday,True,2021,2199000
T11174,U136,2021-05-30,expense,tagihan,tunai,medan,bayar tagihan phone,2021-05,5,Sunday,True,2021,203000
T0665,U039,2021-05-30,expense,tempat_tinggal,tunai,semarang,bayar kontrakan,2021-05,5,Sunday,True,2021,1215000
T13729,U014,2021-05-31,expense,makanan,tunai,jakarta,beli roti pagi,2021-05,5,Monday,False,2021,10000
T4081,U144,2021-06-01,expense,tempat_tinggal,kartu,yogyakarta,sewa kos bulanan,2021-06,6,Tuesday,False,2021,1453000
T6649,U026,2021-06-01,expense,makanan,bank_transfer,medan,makan soto ayam,2021-06,6,Tuesday,False,2021,92000
T3075,U057,2021-06-02,income,gaji,tunai,palembang,gaji pokok bulanan,2021-06,6,Wednesday,False,2021,7208000
T10646,U114,2021-06-02,expense,transportasi,qris,semarang,beli tiket bus,2021-06,6,Wednesday,False,2021,19000
T7028,U024,2021-06-02,expense,tempat_tinggal,kartu,palembang,bayar IPL apartemen,2021-06,6,Wednesday,False,2021,2315000
T8544,U142,2021-06-03,expense,transportasi,ewallet,makassar,servis AC mobil,2021-06,6,Thursday,False,2021,439000
T4054,U090,2021-06-03,income,gaji,tunai,makassar,pembayaran gaji karyawan,2021-06,6,Thursday,False,2021,6730000
T4363,U118,2021-06-03,income,bonus,kartu,bandung,THR lebaran diterima,2021-06,6,Thursday,False,2021,6877000
T8420,U136,2021-06-03,expense,tagihan,tunai,bandung,bayar tagihan air,2021-06,6,Thursday,False,2021,96000
T13476,U119,2021-06-04,expense,tabungan,bank_transfer,unknown,menabung rutin bulanan,2021-06,6,Friday,False,2021,1134000
T12754,U055,2021-06-04,expense,tempat_tinggal,bank_transfer,semarang,iuran kebersihan lingkungan,2021-06,6,Friday,False,2021,56000
T8980,U026,2021-06-04,income,investasi,kartu,balikpapan,top up emas Antam digital,2021-06,6,Friday,False,2021,2550000
T3697,U138,2021-06-04,expense,transportasi,kartu,palembang,ganti oli motor,2021-06,6,Friday,False,2021,89000
T7993,U095,2021-06-04,expense,tempat_tinggal,bank_transfer,surabaya,biaya pengelolaan apartemen,2021-06,6,Friday,False,2021,7683000
T10284,U089,2021-06-04,expense,tempat_tinggal,ewallet,balikpapan,deposit awal sewa,2021-06,6,Friday,False,2021,4200000
T9295,U082,2021-06-05,expense,tagihan,tunai,semarang,bayar tagihan gas,2021-06,6,Saturday,True,2021,105000
T12807,U029,2021-06-05,income,freelance,bank_transfer,medan,proyek website klien,2021-06,6,Saturday,True,2021,14240000
T9834,U099,2021-06-05,expense,tempat_tinggal,qris,yogyakarta,bayar uang kebersihan,2021-06,6,Saturday,True,2021,28000
T5286,U134,2021-06-05,expense,makanan,kartu,balikpapan,makan di food court,2021-06,6,Saturday,True,2021,66000
T4502,U073,2021-06-06,expense,tempat_tinggal,bank_transfer,surabaya,iuran kebersihan lingkungan,2021-06,6,Sunday,True,2021,90000
T0536,U125,2021-06-06,expense,hiburan,tunai,yogyakarta,main futsal,2021-06,6,Sunday,True,2021,109000
T8739,U089,2021-06-06,expense,hiburan,kartu,unknown,liburan akhir pekan,2021-06,6,Sunday,True,2021,986000
T1454,U082,2021-06-06,expense,makanan,tunai,medan,beli roti pagi,2021-06,6,Sunday,True,2021,12000
T11700,U134,2021-06-07,expense,transportasi,tunai,yogyakarta,bayar parkir inap,2021-06,6,Monday,False,2021,16000
T3578,U133,2021-06-08,expense,tagihan,bank_transfer,palembang,bayar premium Spotify,2021-06,6,Tuesday,False,2021,233000
T5224,U035,2021-06-08,expense,transportasi,tunai,yogyakarta,bayar parkir kantor,2021-06,6,Tuesday,False,2021,25000
T8455,U051,2021-06-08,income,lainnya,tunai,palembang,beli peralatan kebersihan,2021-06,6,Tuesday,False,2021,159000
T5612,U009,2021-06-09,expense,tempat_tinggal,qris,palembang,biaya keamanan komplek,2021-06,6,Wednesday,False,2021,2472000
T8299,U070,2021-06-09,expense,tagihan,qris,balikpapan,bayar tagihan gas,2021-06,6,Wednesday,False,2021,79000
T4872,U041,2021-06-09,expense,tempat_tinggal,bank_transfer,semarang,uang sewa bulan ini,2021-06,6,Wednesday,False,2021,1975000
T4736,U017,2021-06-09,expense,tempat_tinggal,kartu,medan,deposit awal sewa,2021-06,6,Wednesday,False,2021,5047000
T5206,U058,2021-06-09,expense,tagihan,bank_transfer,jakarta,bayar langganan iCloud,2021-06,6,Wednesday,False,2021,49000
T13357,U031,2021-06-10,expense,tabungan,qris,unknown,simpan untuk keperluan mendesak,2021-06,6,Thursday,False,2021,1352000
T12584,U092,2021-06-10,expense,hiburan,tunai,palembang,main futsal,2021-06,6,Thursday,False,2021,126000
T8211,U023,2021-06-10,income,lainnya,tunai,semarang,beli sabun dan sampo,2021-06,6,Thursday,False,2021,300000
T1739,U142,2021-06-10,expense,tagihan,kartu,semarang,bayar cicilan motor,2021-06,6,Thursday,False,2021,390000
T7207,U004,2021-06-11,expense,tempat_tinggal,tunai,surabaya,bayar kos minggu pertama,2021-06,6,Friday,False,2021,1448000
T13523,U057,2021-06-11,expense,pendidikan,kartu,palembang,bayar ujian sertifikasi,2021-06,6,Friday,False,2021,400000
T4904,U016,2021-06-11,expense,lainnya,bank_transfer,medan,belanja bulanan,2021-06,6,Friday,False,2021,136000
T7855,U088,2021-06-11,expense,transportasi,kartu,denpasar,naik travel antar kota,2021-06,6,Friday,False,2021,54000
T8292,U045,2021-06-11,income,investasi,qris,balikpapan,investasi P2P lending,2021-06,6,Friday,False,2021,1874000
T3208,U131,2021-06-11,income,lainnya,tunai,medan,pengeluaran harian,2021-06,6,Friday,False,2021,76000
T1507,U053,2021-06-12,expense,tempat_tinggal,qris,surabaya,perpanjang kontrak rumah,2021-06,6,Saturday,True,2021,3106000
T3886,U148,2021-06-13,expense,tagihan,qris,balikpapan,bayar asuransi jiwa,2021-06,6,Sunday,True,2021,609000
T5936,U022,2021-06-13,expense,hiburan,ewallet,medan,nonton di bioskop XXI,2021-06,6,Sunday,True,2021,150000
T14000,U110,2021-06-13,expense,makanan,tunai,unknown,pesan burger online,2021-06,6,Sunday,True,2021,94000
T13843,U140,2021-06-14,expense,kesehatan,qris,denpasar,bayar tagihan RS,2021-06,6,Monday,False,2021,1264000
T8783,U073,2021-06-14,expense,makanan,bank_transfer,semarang,makan di warung padang,2021-06,6,Monday,False,2021,115000
T4075,U116,2021-06-14,expense,makanan,tunai,bandung,makan di food court,2021-06,6,Monday,False,2021,36000
T0319,U005,2021-06-15,expense,makanan,kartu,makassar,beli jajanan pasar,2021-06,6,Tuesday,False,2021,86000
T11811,U078,2021-06-15,expense,makanan,tunai,surabaya,pesan ayam geprek,2021-06,6,Tuesday,False,2021,41000
T0027,U082,2021-06-15,expense,tagihan,bank_transfer,palembang,tagihan PLN bulan ini,2021-06,6,Tuesday,False,2021,137000
T5924,U120,2021-06-16,expense,tempat_tinggal,ewallet,yogyakarta,bayar uang kebersihan,2021-06,6,Wednesday,False,2021,95000
T5238,U100,2021-06-16,expense,makanan,tunai,palembang,beli kopi pagi,2021-06,6,Wednesday,False,2021,39000
T2689,U105,2021-06-16,expense,transportasi,qris,semarang,naik MRT Jakarta,2021-06,6,Wednesday,False,2021,87000
T11799,U103,2021-06-16,expense,makanan,qris,yogyakarta,makan berdua di cafe,2021-06,6,Wednesday,False,2021,101000
T10776,U080,2021-06-16,income,lainnya,tunai,denpasar,belanja bulanan,2021-06,6,Wednesday,False,2021,360000
T10411,U074,2021-06-16,expense,tagihan,qris,bandung,perpanjang paket internet,2021-06,6,Wednesday,False,2021,311000
T0649,U052,2021-06-16,expense,makanan,kartu,balikpapan,makan berdua di cafe,2021-06,6,Wednesday,False,2021,100000
T11232,U083,2021-06-17,income,lainnya,qris,surabaya,transaksi harian rutin,2021-06,6,Thursday,False,2021,146000
T9300,U075,2021-06-17,expense,tempat_tinggal,tunai,denpasar,bayar kontrakan,2021-06,6,Thursday,False,2021,2135000
T5089,U003,2021-06-17,expense,makanan,bank_transfer,palembang,sarapan nasi uduk,2021-06,6,Thursday,False,2021,104000
T12792,U090,2021-06-18,expense,hiburan,qris,bandung,piknik di taman,2021-06,6,Friday,False,2021,123000
T1934,U064,2021-06-18,expense,makanan,ewallet,unknown,pesan ayam geprek,2021-06,6,Friday,False,2021,28000
T6340,U128,2021-06-19,income,gaji,kartu,bandung,penerimaan upah kerja,2021-06,6,Saturday,True,2021,9975000
T11777,U124,2021-06-19,expense,tagihan,kartu,balikpapan,bayar tagihan gas,2021-06,6,Saturday,True,2021,113000
T6283,U106,2021-06-19,expense,tagihan,bank_transfer,balikpapan,bayar langganan iCloud,2021-06,6,Saturday,True,2021,41000
T0786,U084,2021-06-19,expense,transportasi,kartu,unknown,bayar tol,2021-06,6,Saturday,True,2021,67000
T10249,U117,2021-06-19,expense,transportasi,qris,jakarta,servis rutin motor,2021-06,6,Saturday,True,2021,504000
T13347,U124,2021-06-19,expense,transportasi,bank_transfer,semarang,naik taksi online,2021-06,6,Saturday,True,2021,92000
T13228,U015,2021-06-20,income,lainnya,kartu,balikpapan,beli hadiah teman,2021-06,6,Sunday,True,2021,119000
T6851,U023,2021-06-20,expense,makanan,qris,denpasar,beli nasi padang,2021-06,6,Sunday,True,2021,83000
T13309,U047,2021-06-20,expense,makanan,bank_transfer,semarang,pesan nasi goreng online,2021-06,6,Sunday,True,2021,38000
T4793,U073,2021-06-21,expense,transportasi,bank_transfer,surabaya,servis AC mobil,2021-06,6,Monday,False,2021,707000
T0905,U140,2021-06-21,expense,tempat_tinggal,kartu,balikpapan,bayar kos bulanan,2021-06,6,Monday,False,2021,1141000
T10549,U099,2021-06-21,expense,transportasi,kartu,semarang,beli kartu KRL,2021-06,6,Monday,False,2021,145000
T11494,U082,2021-06-21,expense,tempat_tinggal,kartu,balikpapan,bayar deposit apartemen,2021-06,6,Monday,False,2021,8800000
T3314,U044,2021-06-21,expense,tempat_tinggal,tunai,bandung,bayar IPL apartemen,2021-06,6,Monday,False,2021,6194000
T1911,U075,2021-06-22,expense,makanan,tunai,makassar,sarapan nasi uduk,2021-06,6,Tuesday,False,2021,142000
T2082,U147,2021-06-22,expense,pendidikan,kartu,makassar,bayar bootcamp,2021-06,6,Tuesday,False,2021,192000
T2724,U104,2021-06-22,expense,tagihan,kartu,unknown,tagihan provider bulan ini,2021-06,6,Tuesday,False,2021,76000
T11295,U140,2021-06-23,expense,pendidikan,kartu,palembang,bayar workshop desain,2021-06,6,Wednesday,False,2021,122000
T0581,U099,2021-06-23,income,gaji,bank_transfer,unknown,pembayaran upah bulanan,2021-06,6,Wednesday,False,2021,20000000
T8714,U065,2021-06-23,expense,hiburan,bank_transfer,denpasar,karaoke bareng teman,2021-06,6,Wednesday,False,2021,390000
T10674,U093,2021-06-23,expense,tagihan,kartu,medan,bayar cicilan motor,2021-06,6,Wednesday,False,2021,269000
T11836,U103,2021-06-23,expense,tempat_tinggal,kartu,medan,bayar cicilan sewa tahunan,2021-06,6,Wednesday,False,2021,2684000
T6768,U069,2021-06-24,expense,transportasi,bank_transfer,unknown,bayar parkir mall,2021-06,6,Thursday,False,2021,11000
T0064,U122,2021-06-24,expense,hiburan,bank_transfer,semarang,piknik di taman,2021-06,6,Thursday,False,2021,300000
T0351,U134,2021-06-24,expense,pendidikan,bank_transfer,semarang,bayar seminar online,2021-06,6,Thursday,False,2021,316000
T3473,U032,2021-06-24,income,freelance,kartu,unknown,jasa desain logo,2021-06,6,Thursday,False,2021,2769000
T1096,U025,2021-06-24,expense,transportasi,qris,medan,isi saldo e-money,2021-06,6,Thursday,False,2021,137000
T7970,U149,2021-06-24,expense,hiburan,bank_transfer,unknown,main bowling,2021-06,6,Thursday,False,2021,200000
T0035,U133,2021-06-25,expense,makanan,bank_transfer,palembang,beli es teh manis,2021-06,6,Friday,False,2021,12000
T3940,U085,2021-06-25,expense,makanan,kartu,denpasar,pesan pizza online,2021-06,6,Friday,False,2021,87000
T12904,U085,2021-06-26,expense,tempat_tinggal,bank_transfer,semarang,bayar kos minggu pertama,2021-06,6,Saturday,True,2021,1811000
T6194,U118,2021-06-26,expense,tabungan,qris,bandung,simpan dana darurat,2021-06,6,Saturday,True,2021,5250000
T3240,U012,2021-06-26,expense,makanan,kartu,unknown,pesan martabak,2021-06,6,Saturday,True,2021,141000
T9385,U073,2021-06-26,expense,tempat_tinggal,ewallet,balikpapan,bayar kos bulanan,2021-06,6,Saturday,True,2021,2750000
T11358,U039,2021-06-27,expense,lainnya,kartu,medan,beli hadiah teman,2021-06,6,Sunday,True,2021,130000
T9381,U016,2021-06-27,expense,transportasi,qris,medan,naik angkot ke pasar,2021-06,6,Sunday,True,2021,6000
T11995,U004,2021-06-27,expense,tempat_tinggal,kartu,palembang,biaya sewa studio,2021-06,6,Sunday,True,2021,1113000
T4483,U113,2021-06-27,income,gaji,tunai,surabaya,transfer salary bulan ini,2021-06,6,Sunday,True,2021,12935000
T13962,U105,2021-06-27,expense,tabungan,tunai,yogyakarta,menabung rutin bulanan,2021-06,6,Sunday,True,2021,2355000
T2657,U034,2021-06-27,expense,tempat_tinggal,bank_transfer,medan,bayar kontrakan,2021-06,6,Sunday,True,2021,1270000
T4676,U119,2021-06-28,expense,tempat_tinggal,kartu,semarang,sewa kos bulanan,2021-06,6,Monday,False,2021,2500000
T11428,U141,2021-06-28,expense,tagihan,bank_transfer,medan,bayar tagihan air,2021-06,6,Monday,False,2021,84000
T1145,U063,2021-06-28,expense,hiburan,kartu,makassar,main futsal,2021-06,6,Monday,False,2021,100000
T7226,U057,2021-06-28,expense,pendidikan,bank_transfer,yogyakarta,beli modul belajar,2021-06,6,Monday,False,2021,174000
T12686,U141,2021-06-28,expense,makanan,bank_transfer,yogyakarta,sarapan di warung,2021-06,6,Monday,False,2021,40000
T1857,U063,2021-06-29,expense,tempat_tinggal,tunai,jakarta,perpanjang sewa kos,2021-06,6,Tuesday,False,2021,2710000
T0388,U102,2021-06-29,expense,tagihan,kartu,denpasar,perpanjang paket internet,2021-06,6,Tuesday,False,2021,340000
T2254,U039,2021-06-29,expense,transportasi,qris,palembang,naik ojek online,2021-06,6,Tuesday,False,2021,55000
T12256,U024,2021-06-29,expense,tempat_tinggal,bank_transfer,medan,uang muka sewa kos,2021-06,6,Tuesday,False,2021,894000
T8359,U141,2021-06-29,income,investasi,bank_transfer,palembang,keuntungan investasi saham,2021-06,6,Tuesday,False,2021,3974000
T3858,U124,2021-06-30,expense,pendidikan,kartu,denpasar,beli peralatan sekolah,2021-06,6,Wednesday,False,2021,360000
T1240,U035,2021-07-01,expense,makanan,qris,makassar,pesan ayam geprek,2021-07,7,Thursday,False,2021,24000
T12997,U072,2021-07-01,expense,hiburan,kartu,surabaya,nonton konser online,2021-07,7,Thursday,False,2021,362000
T13915,U022,2021-07-01,income,bonus,ewallet,unknown,tambahan penghasilan bonus,2021-07,7,Thursday,False,2021,2493000
T7283,U028,2021-07-01,expense,tempat_tinggal,bank_transfer,makassar,bayar IPL apartemen,2021-07,7,Thursday,False,2021,4259000
T0556,U111,2021-07-02,income,investasi,kartu,yogyakarta,investasi P2P lending,2021-07,7,Friday,False,2021,824000
T6555,U063,2021-07-02,expense,transportasi,tunai,balikpapan,top up kartu e-toll,2021-07,7,Friday,False,2021,47000
T9514,U085,2021-07-02,expense,transportasi,bank_transfer,surabaya,naik taksi online,2021-07,7,Friday,False,2021,103000
T10023,U036,2021-07-02,expense,makanan,qris,semarang,pesan grabfood,2021-07,7,Friday,False,2021,109000
T6232,U033,2021-07-03,income,bonus,bank_transfer,jakarta,bonus triwulan,2021-07,7,Saturday,True,2021,6500000
T7838,U014,2021-07-03,expense,tagihan,bank_transfer,denpasar,bayar pulsa bulanan,2021-07,7,Saturday,True,2021,518000
T4390,U040,2021-07-04,expense,hiburan,bank_transfer,makassar,beli tiket pertandingan,2021-07,7,Sunday,True,2021,235000
T11239,U051,2021-07-04,income,lainnya,kartu,jakarta,keperluan rumah tangga,2021-07,7,Sunday,True,2021,134000
T12314,U117,2021-07-04,income,lainnya,qris,unknown,beli produk rumahan,2021-07,7,Sunday,True,2021,300000
T6699,U080,2021-07-04,income,investasi,bank_transfer,medan,top up investasi crypto,2021-07,7,Sunday,True,2021,2611000
T2355,U135,2021-07-05,income,gaji,bank_transfer,jakarta,transfer gaji dari HRD,2021-07,7,Monday,False,2021,15034000
T4146,U130,2021-07-06,expense,hiburan,kartu,balikpapan,karaoke bareng teman,2021-07,7,Tuesday,False,2021,272000
T1659,U014,2021-07-06,expense,transportasi,kartu,balikpapan,naik travel antar kota,2021-07,7,Tuesday,False,2021,122000
T5357,U106,2021-07-07,expense,transportasi,tunai,palembang,naik grab ke kantor,2021-07,7,Wednesday,False,2021,23000
T3709,U042,2021-07-07,expense,transportasi,bank_transfer,makassar,top up kartu e-toll,2021-07,7,Wednesday,False,2021,33000
T9329,U032,2021-07-08,expense,transportasi,tunai,makassar,naik travel antar kota,2021-07,7,Thursday,False,2021,78000
T7830,U131,2021-07-08,expense,tempat_tinggal,tunai,makassar,bayar sewa apartemen,2021-07,7,Thursday,False,2021,4688000
T8990,U033,2021-07-09,expense,tempat_tinggal,bank_transfer,makassar,bayar kos bulanan,2021-07,7,Friday,False,2021,1147000
T2881,U106,2021-07-09,expense,transportasi,bank_transfer,palembang,ganti oli motor,2021-07,7,Friday,False,2021,85000
T5020,U091,2021-07-09,expense,makanan,kartu,bandung,makan soto ayam,2021-07,7,Friday,False,2021,90000
T5173,U056,2021-07-10,expense,makanan,tunai,surabaya,beli nasi padang,2021-07,7,Saturday,True,2021,82000
T11860,U110,2021-07-10,expense,transportasi,tunai,unknown,beli tiket kereta,2021-07,7,Saturday,True,2021,500000
